Respondent,LanguageWorkedWith
26013,Dart;HTML/CSS;Java;Python;SQL
26014,HTML/CSS;JavaScript;Python
26015,C#;Python;SQL
26016,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
26017,HTML/CSS;JavaScript;TypeScript
26018,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA
26019,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL
26020,Bash/Shell/PowerShell;Dart;Java;JavaScript;TypeScript
26021,Bash/Shell/PowerShell;C;C#;C++;Go;PHP
26022,JavaScript;Ruby
26023,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
26024,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
26025,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Kotlin
26026,Assembly;C;C#;C++;Go;Java;Python;R
26027,Assembly;Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;Scala;SQL
26028,C#;HTML/CSS;JavaScript;Python;SQL
26029,HTML/CSS;JavaScript;TypeScript
26030,C#;C++;HTML/CSS;JavaScript;SQL;VBA
26031,HTML/CSS;PHP;SQL
26032,HTML/CSS;JavaScript;PHP;Python
26033,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
26034,Bash/Shell/PowerShell;C#;JavaScript;SQL
26035,C;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
26036,Java;JavaScript;Python
26037,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript
26038,Bash/Shell/PowerShell;C#;Java;Python
26039,Assembly;Bash/Shell/PowerShell;C;C++;Python;SQL;Swift
26040,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python
26041,Java;JavaScript;PHP;Python;SQL
26042,C#;Dart;HTML/CSS;Java;Python;SQL
26043,Assembly;Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26044,Bash/Shell/PowerShell;JavaScript;Python;TypeScript
26045,Python
26046,C#;HTML/CSS;JavaScript;SQL;TypeScript
26047,C#;HTML/CSS;JavaScript;SQL
26048,Bash/Shell/PowerShell;C;C#;C++;JavaScript;Python
26049,Go;HTML/CSS;JavaScript;Python
26050,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Ruby;SQL
26051,Bash/Shell/PowerShell;C;C#;Java;JavaScript;Objective-C;Python;R;SQL
26052,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
26053,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;Python;VBA
26054,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
26055,JavaScript;Ruby;TypeScript
26056,HTML/CSS;Java;JavaScript;Kotlin;SQL
26057,Bash/Shell/PowerShell;C#;JavaScript;SQL;TypeScript
26058,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;SQL;Swift;TypeScript
26059,HTML/CSS;R;SQL
26060,C#
26061,JavaScript;TypeScript
26062,C;C#;C++;JavaScript;PHP;SQL
26063,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL
26064,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;Swift;TypeScript
26065,Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;JavaScript;Rust;Scala;SQL;TypeScript
26066,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL;TypeScript
26067,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
26068,HTML/CSS;JavaScript;PHP
26069,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;PHP;TypeScript
26070,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;Rust
26071,HTML/CSS;JavaScript;Python;SQL
26072,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
26073,Bash/Shell/PowerShell;Python;Scala
26074,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
26075,HTML/CSS;Java;JavaScript;Python
26076,JavaScript;Python;SQL
26077,Assembly;Bash/Shell/PowerShell;C;C#;Java;SQL
26078,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA
26079,HTML/CSS;JavaScript;PHP;SQL
26080,Assembly;Bash/Shell/PowerShell;C;Go;HTML/CSS;JavaScript;PHP;SQL;VBA
26081,C;C++;Go;PHP;SQL
26082,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift
26083,C;C++
26084,C;HTML/CSS;JavaScript;PHP;R;TypeScript
26085,C#;HTML/CSS;JavaScript;SQL;TypeScript
26086,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
26087,Bash/Shell/PowerShell;Dart;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
26088,Java;Kotlin
26089,HTML/CSS;Objective-C;SQL;Swift
26090,Java;JavaScript;Perl;PHP;Python;TypeScript
26091,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
26092,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
26093,Haskell;Java;SQL
26094,C++;Python;TypeScript
26095,HTML/CSS;Java;JavaScript;PHP;Python;SQL
26097,Objective-C;Swift
26098,Bash/Shell/PowerShell;Python;SQL;VBA
26099,C#
26100,C#;HTML/CSS;SQL
26101,Bash/Shell/PowerShell;Julia;Python;SQL
26102,HTML/CSS;JavaScript;PHP;SQL
26103,Assembly;C;C#;C++
26104,JavaScript;PHP
26105,Bash/Shell/PowerShell;C;C++;Python
26106,C++;Python;TypeScript
26107,Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript
26108,C;C#;C++;HTML/CSS;Java;JavaScript;SQL;VBA
26109,Bash/Shell/PowerShell;C;C#;Go;Haskell;Java;JavaScript;Python;Scala;SQL
26110,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;PHP;SQL
26111,Go;HTML/CSS;JavaScript;Python
26112,Go;Haskell;HTML/CSS;Java;JavaScript;PHP;SQL
26113,C;C#;C++;Java;JavaScript;SQL
26114,C#;HTML/CSS;JavaScript;SQL;TypeScript
26115,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
26116,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
26117,C++;Objective-C;Swift;TypeScript
26118,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript
26119,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl;SQL
26120,C#;HTML/CSS;JavaScript;SQL
26121,JavaScript
26123,Bash/Shell/PowerShell;Go;JavaScript;PHP;Python;Ruby;SQL
26124,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;R;SQL;Swift;TypeScript;VBA
26125,Java;JavaScript
26126,Java;JavaScript;SQL;TypeScript
26127,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
26128,Assembly;C;C#;HTML/CSS;JavaScript;PHP;SQL;VBA
26129,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
26130,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;R;SQL
26131,C#;TypeScript
26132,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python
26133,Haskell;JavaScript;Rust;TypeScript
26134,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL
26135,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
26136,HTML/CSS;Python;VBA
26137,Python
26138,Bash/Shell/PowerShell;C;Python
26139,C++;HTML/CSS;PHP;SQL
26140,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;SQL;Swift
26141,Go;HTML/CSS;JavaScript;PHP;SQL
26142,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
26143,Java;Kotlin;Python;Rust
26144,C;Python
26145,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
26146,C;C#;C++;JavaScript;Python
26147,Go;HTML/CSS;JavaScript;Python;SQL
26148,C#;JavaScript
26149,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;SQL
26150,PHP;Python
26151,Swift
26152,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript
26153,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Python;R;SQL
26154,Go;HTML/CSS;JavaScript;Ruby
26155,Go;HTML/CSS;Java;JavaScript;Ruby;SQL
26156,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;TypeScript
26157,Bash/Shell/PowerShell;HTML/CSS;Python;SQL
26158,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;SQL
26159,C++;Python;SQL
26160,Bash/Shell/PowerShell;HTML/CSS;PHP;Python
26161,C;TypeScript
26162,C;C++;Java;Python
26163,C++;HTML/CSS;Java;JavaScript;SQL
26164,Java;Python;Scala;SQL
26165,Java;JavaScript
26166,Python
26167,Bash/Shell/PowerShell;C#;SQL
26168,Bash/Shell/PowerShell;Python
26169,Haskell;HTML/CSS;JavaScript;Python
26170,HTML/CSS;JavaScript;PHP;SQL
26171,HTML/CSS;JavaScript;Python;Rust;SQL
26172,C#;Haskell;HTML/CSS;JavaScript;Python;SQL
26173,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
26174,C#;HTML/CSS;JavaScript;PHP;SQL
26175,HTML/CSS
26176,Assembly;Bash/Shell/PowerShell;C;C++;Python
26177,JavaScript;Python
26178,Java;Python
26179,HTML/CSS;Java;JavaScript;SQL
26180,Kotlin
26181,PHP
26182,Assembly;C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26183,C#;HTML/CSS;JavaScript;SQL
26184,HTML/CSS;JavaScript;PHP;Python;SQL
26185,C#;HTML/CSS;JavaScript;PHP;SQL
26186,C;C++;HTML/CSS;Java;JavaScript;Python
26187,Bash/Shell/PowerShell;Dart;Java;Objective-C;Python;Swift
26188,C#;HTML/CSS;JavaScript;Python;SQL
26189,HTML/CSS;JavaScript;PHP;Python;SQL
26190,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA
26191,Bash/Shell/PowerShell;HTML/CSS;JavaScript
26192,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Swift
26193,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL
26194,C++;Java;Python
26195,HTML/CSS;JavaScript;PHP
26196,Java
26197,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
26198,HTML/CSS;JavaScript;TypeScript
26199,C++;HTML/CSS;Java;SQL
26200,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript
26201,C;HTML/CSS;Kotlin;PHP;Python;R;SQL;TypeScript
26202,HTML/CSS;Java;Python
26203,C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;SQL
26204,Java;SQL
26205,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;Rust;SQL
26206,C#;Python;SQL
26207,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift
26208,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP
26209,Bash/Shell/PowerShell;Java;Python;R
26210,Bash/Shell/PowerShell;C;C++;Java;Kotlin;Python
26211,C;C#;C++;Objective-C;Swift
26212,HTML/CSS;JavaScript;Python;SQL
26213,Assembly;Bash/Shell/PowerShell;C;Python;Rust
26214,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript
26215,Assembly;C++;Go;HTML/CSS;Swift
26216,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
26217,C;Haskell;Java;JavaScript;PHP;Python;SQL
26218,HTML/CSS;Java;JavaScript;PHP;SQL
26219,C#;HTML/CSS;JavaScript;PHP;Scala;TypeScript;VBA
26220,C;Go;Java;JavaScript;Python;SQL;TypeScript
26221,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;VBA
26222,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL
26223,C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL
26224,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript
26225,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
26226,JavaScript;Python
26227,Bash/Shell/PowerShell;Python;SQL
26228,JavaScript;TypeScript
26229,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
26230,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;VBA
26231,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;VBA
26232,HTML/CSS;JavaScript;TypeScript
26233,Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;TypeScript
26234,HTML/CSS;JavaScript;Perl;PHP;Python;SQL
26235,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;Rust;SQL
26236,Bash/Shell/PowerShell;C;C#;C++;Python;SQL;VBA
26237,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
26238,C#;HTML/CSS;JavaScript;SQL;TypeScript
26239,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Perl;Python;Rust;SQL;TypeScript
26240,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;Python
26241,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26242,HTML/CSS;JavaScript
26243,Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Scala;TypeScript
26244,HTML/CSS;Java;Objective-C
26245,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
26246,Python
26247,Bash/Shell/PowerShell;C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;R;TypeScript
26248,C++;Python
26249,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
26250,HTML/CSS;Java;JavaScript;Python;SQL
26251,Assembly;Bash/Shell/PowerShell;JavaScript
26252,Bash/Shell/PowerShell;Dart;Python
26253,C;C++;Java
26254,Assembly;C;C#;C++;Go;Java
26255,Bash/Shell/PowerShell;C#;SQL;TypeScript
26256,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;SQL
26257,Bash/Shell/PowerShell;C++;Python
26258,Python
26259,C#;JavaScript
26260,Bash/Shell/PowerShell;Java;Python;SQL
26261,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;Rust
26262,HTML/CSS;Java;JavaScript;SQL;TypeScript
26263,Bash/Shell/PowerShell;C
26264,Bash/Shell/PowerShell;HTML/CSS;PHP;Python
26265,Bash/Shell/PowerShell;Java;JavaScript;Objective-C
26266,C#;HTML/CSS;JavaScript;PHP
26267,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
26268,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript
26269,Bash/Shell/PowerShell;C;C++;JavaScript;Python;Rust;SQL
26270,Assembly;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;TypeScript
26271,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Perl;SQL;VBA
26272,C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift;VBA
26273,C;C++;Objective-C;Swift
26274,C;HTML/CSS;JavaScript;Python
26275,C;C++;Python
26276,JavaScript;Ruby;TypeScript
26277,HTML/CSS;Java;JavaScript;Python
26278,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript
26279,HTML/CSS;JavaScript;PHP;SQL
26280,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
26281,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;R;SQL
26282,C++;HTML/CSS;JavaScript;Objective-C
26283,Java;JavaScript;TypeScript
26284,JavaScript;Python
26285,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
26286,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
26287,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
26288,HTML/CSS;JavaScript;PHP;SQL
26289,C#;SQL
26290,HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript
26291,Go;Java;JavaScript;Kotlin;Objective-C;Swift
26292,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;VBA
26293,C++;HTML/CSS;JavaScript
26294,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
26295,C++
26296,Bash/Shell/PowerShell;HTML/CSS;JavaScript;R;SQL;VBA
26297,Java;Kotlin
26298,C;C#;Dart;HTML/CSS;Java;JavaScript;PHP;SQL
26299,C++;HTML/CSS;JavaScript;PHP;SQL
26300,HTML/CSS;JavaScript;Python;SQL;TypeScript
26301,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
26302,VBA
26303,HTML/CSS;Java;JavaScript;PHP;SQL
26304,C;C#;C++;Python;Rust
26305,C#
26306,C++;HTML/CSS;Java;JavaScript;Python;SQL
26307,C#;HTML/CSS;Java
26308,JavaScript;Python
26309,C#
26310,HTML/CSS;JavaScript;PHP;SQL;TypeScript
26311,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL;Swift
26312,C;C++;HTML/CSS
26313,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
26314,Python
26315,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
26316,Java;JavaScript;Python;Ruby
26317,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python
26318,HTML/CSS;JavaScript;PHP
26319,C;JavaScript;Objective-C
26320,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
26321,Bash/Shell/PowerShell;C++;JavaScript;Python;SQL
26322,Assembly;C;HTML/CSS;JavaScript;Kotlin;PHP;SQL
26323,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Objective-C;Perl;PHP;Python;Ruby;Rust;SQL;Swift;TypeScript
26324,HTML/CSS;JavaScript;TypeScript
26325,HTML/CSS;PHP
26326,Assembly;C;C++;Java;Python
26327,HTML/CSS;Python;R
26328,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;TypeScript
26329,Bash/Shell/PowerShell;C#;C++;Python;SQL;VBA
26330,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Ruby;Scala;Swift;TypeScript
26331,Java;Kotlin
26332,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL
26333,HTML/CSS;JavaScript;PHP
26334,PHP
26335,C++;Haskell;HTML/CSS;JavaScript;Kotlin;Rust
26336,C#
26337,C++;Java;JavaScript;Python;R;Scala
26338,R
26339,C;C++;Go;HTML/CSS;Java;JavaScript;PHP;SQL
26340,C#;C++;HTML/CSS;JavaScript;Python
26341,C;HTML/CSS;Java;PHP;Python
26342,HTML/CSS;Java;JavaScript;Perl;PHP;Python
26343,HTML/CSS;JavaScript;PHP;SQL
26344,C++;HTML/CSS;Python
26345,C;C#;C++;Java;Python;SQL
26346,C;C++
26347,C;C++
26348,HTML/CSS;Java;JavaScript
26349,Bash/Shell/PowerShell;Java;SQL
26350,Kotlin;Rust;SQL
26351,HTML/CSS;JavaScript;PHP;SQL
26352,C#;HTML/CSS;JavaScript;TypeScript
26353,JavaScript;PHP;Python
26354,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
26355,Assembly;C;HTML/CSS;JavaScript;PHP;SQL
26356,Bash/Shell/PowerShell;C++;HTML/CSS;Python
26357,C;C#;HTML/CSS;Java;JavaScript;SQL
26358,C#;HTML/CSS;SQL;TypeScript
26359,C#;HTML/CSS;Java;JavaScript;Python;TypeScript
26360,C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript
26362,C;HTML/CSS;Java
26363,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26364,C;C#;C++;Java;JavaScript;TypeScript
26365,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python
26366,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Scala
26367,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;Scala;Swift;TypeScript;VBA
26368,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;SQL
26369,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
26370,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
26371,HTML/CSS;JavaScript;PHP;SQL
26372,Java;Python;SQL
26373,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
26374,Bash/Shell/PowerShell;HTML/CSS;JavaScript
26375,Bash/Shell/PowerShell;JavaScript;Python;Ruby
26376,Java;JavaScript;Python;SQL;TypeScript
26377,Bash/Shell/PowerShell;JavaScript;Python;SQL
26378,C++;Python
26379,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
26380,HTML/CSS;JavaScript;Objective-C;Swift;TypeScript
26381,Bash/Shell/PowerShell;C;HTML/CSS
26382,HTML/CSS;Java;JavaScript;PHP
26383,C#;HTML/CSS;JavaScript;Python;Rust;TypeScript
26384,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;Perl;Python;R;VBA
26385,Java;SQL
26386,C;C++;HTML/CSS;JavaScript;PHP;Python
26387,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript
26388,Bash/Shell/PowerShell;C#;Java;JavaScript;SQL
26389,Bash/Shell/PowerShell;C;Java
26390,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;SQL
26391,HTML/CSS;Java;JavaScript;Kotlin
26392,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
26393,Java;Kotlin;Objective-C;Python;Swift
26394,C;C++
26395,Objective-C;Swift
26396,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26397,C#;C++;HTML/CSS;Java;JavaScript;Ruby;SQL
26398,Assembly;Bash/Shell/PowerShell;C;Go;HTML/CSS;JavaScript;Python;R
26399,C++;Java;JavaScript;Perl;Python;SQL
26400,HTML/CSS;Java;JavaScript;SQL
26401,C#;C++;HTML/CSS;JavaScript;PHP;Python;R;SQL
26402,C++;HTML/CSS;JavaScript;TypeScript
26403,HTML/CSS;JavaScript;Python;Ruby;SQL
26404,C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
26405,Python
26406,Bash/Shell/PowerShell;JavaScript
26407,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Objective-C;Ruby;SQL
26408,Bash/Shell/PowerShell;JavaScript;Python;Ruby;SQL;TypeScript
26409,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;Rust
26410,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL
26411,Bash/Shell/PowerShell;C++;HTML/CSS;Python
26412,Python;R
26413,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL
26414,C#;SQL
26415,C#;HTML/CSS;JavaScript;SQL
26416,C++;HTML/CSS;JavaScript;Python;Swift
26417,JavaScript
26418,Dart;Java;Kotlin;Python;SQL
26419,HTML/CSS;Java;JavaScript;PHP;SQL
26420,C;C++;HTML/CSS;Java;Python
26421,HTML/CSS;JavaScript
26422,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP
26423,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL
26424,C;HTML/CSS;Python
26425,Java;Python;SQL
26426,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby
26427,C#;HTML/CSS;JavaScript;SQL;TypeScript
26428,Assembly;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
26429,HTML/CSS;JavaScript;PHP;TypeScript
26430,C#;Python;SQL
26431,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
26432,C#;JavaScript
26433,HTML/CSS;JavaScript
26434,C;C++;HTML/CSS;JavaScript;PHP
26435,JavaScript;Kotlin;SQL
26436,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Python;Rust;TypeScript
26437,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript
26438,Java;JavaScript;Kotlin
26439,C#;HTML/CSS;JavaScript;SQL;TypeScript
26440,C++
26441,TypeScript
26442,HTML/CSS;Java;JavaScript;SQL
26443,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
26444,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;HTML/CSS;Java;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;SQL
26445,Bash/Shell/PowerShell;Java;JavaScript;R;Ruby;Rust
26446,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
26447,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
26448,Java;SQL
26449,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Rust
26450,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
26451,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;TypeScript
26452,C#;HTML/CSS;JavaScript;SQL
26453,C#;HTML/CSS;JavaScript;PHP;Python;TypeScript
26454,PHP;TypeScript
26455,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;TypeScript
26456,Java;JavaScript;SQL
26457,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Ruby;SQL
26458,HTML/CSS;JavaScript;Python;TypeScript
26459,Java;Kotlin
26460,Python
26461,Java;Ruby
26462,HTML/CSS;JavaScript;PHP;SQL
26463,Dart;Java;JavaScript;Kotlin;SQL
26464,HTML/CSS;JavaScript
26465,C#;HTML/CSS;SQL
26466,C;C#;C++;HTML/CSS;Java;JavaScript
26467,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA
26468,C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust
26469,C#;HTML/CSS;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;TypeScript
26470,Bash/Shell/PowerShell;C#;Haskell;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript
26471,C#;C++
26472,HTML/CSS;JavaScript;TypeScript
26473,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
26474,Bash/Shell/PowerShell;C;Java;JavaScript
26475,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python
26476,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;SQL
26477,C#;HTML/CSS;Java;JavaScript;PHP;SQL
